input_desc,target_desc,index,match_fuzzy,score_fuzzy,match_tfidf,score_tfidf,match_embed,score_embed,match_o3
"lentils, mature seeds, cooked, boiled, without salt","lentils, mature seeds, cooked, boiled, without salt",333,"lentils, mature seeds, cooked, boiled, without salt",100.0,"lentils, mature seeds, cooked, boiled, without salt",1.0000000000000002,"lentils, mature seeds, cooked, boiled, without salt",1.0,"lentils, mature seeds, cooked, boiled, without salt"
"oil, olive, salad or cooking","oil, olive, salad or cooking",334,"oil, olive, salad or cooking",100.0,"oil, olive, salad or cooking",1.0,"oil, olive, salad or cooking",1.0000001,"oil, olive, salad or cooking"
"vinegar, cider","vinegar, cider",335,"vinegar, cider",100.0,"vinegar, cider",1.0000000000000002,"vinegar, cider",1.0000004,"vinegar, cider"
"seeds, pumpkin and squash seed kernels, roasted, without salt","seeds, pumpkin and squash seed kernels, roasted, without salt",336,"seeds, pumpkin and squash seed kernels, roasted, without salt",100.0,"seeds, pumpkin and squash seed kernels, roasted, without salt",1.0000000000000004,"seeds, pumpkin and squash seed kernels, roasted, without salt",1.0000004,"seeds, pumpkin and squash seed kernels, roasted, without salt"
"cookies, vanilla wafers, higher fat","cookies, vanilla wafers, higher fat",337,"cookies, vanilla wafers, higher fat",100.0,"cookies, vanilla wafers, higher fat",1.0000000000000002,"cookies, vanilla wafers, higher fat",0.9999992,"cookies, vanilla wafers, higher fat"
"crackers, standard snack-type, sandwich, with cheese filling","crackers, standard snack-type, sandwich, with cheese filling",338,"crackers, standard snack-type, sandwich, with cheese filling",100.0,"crackers, standard snack-type, sandwich, with cheese filling",1.0000000000000002,"crackers, standard snack-type, sandwich, with cheese filling",1.0000001,"crackers, standard snack-type, sandwich, with cheese filling"
"pineapple, raw, all varieties","pineapple, raw, all varieties",339,"pineapple, raw, all varieties",100.0,"pineapple, raw, all varieties",1.0000000000000002,"pineapple, raw, all varieties",1.0000001,"pineapple, raw, all varieties"
"yambean (jicama), raw","yambean (jicama), raw",340,"yambean (jicama), raw",100.0,"yambean (jicama), raw",1.0000000000000002,"yambean (jicama), raw",0.99999976,"yambean (jicama), raw"
"sauce, tomato chili sauce, bottled, with salt","sauce, tomato chili sauce, bottled, with salt",341,"sauce, tomato chili sauce, bottled, with salt",100.0,"sauce, tomato chili sauce, bottled, with salt",1.0,"sauce, tomato chili sauce, bottled, with salt",1.0000005,"sauce, tomato chili sauce, bottled, with salt"
"basil, fresh","basil, fresh",342,"basil, fresh",100.0,"basil, fresh",1.0,"basil, fresh",0.9999995,"basil, fresh"
"nuts, pine nuts, dried","nuts, pine nuts, dried",343,"nuts, pine nuts, dried",100.0,"nuts, pine nuts, dried",1.0,"nuts, pine nuts, dried",0.9999998,"nuts, pine nuts, dried"
"melons, cantaloupe, raw","melons, cantaloupe, raw",344,"melons, cantaloupe, raw",100.0,"melons, cantaloupe, raw",1.0,"melons, cantaloupe, raw",1.0,"melons, cantaloupe, raw"
"beverages, lemonade-flavor drink, powder","lemonade-flavor drink, powder",345,"lemonade-flavor drink, powder",86.15384615384616,"lemonade-flavor drink, powder",0.9219659787655518,"lemonade-flavor drink, powder",0.99334985,"beverages, almond milk, unsweetened, shelf stable"
"beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled","beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",346,"beef, short loin, top loin, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",97.22222222222221,"beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.9166171557095176,"beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",0.985588,"beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled"
"beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled","beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",347,"beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",100.0,"beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",1.0,"beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",0.9999997,"beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled"
"beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled","beef, round, top round, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",348,"beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",92.61744966442953,"beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",0.8993815311407392,"beef, round, top round, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",0.9850756,"beef, round, top round, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"
"beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled","beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",349,"beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",100.0,"beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",1.0,"beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",1.0000001,"beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"
miso,miso,350,miso,100.0,miso,1.0,miso,1.0000005,miso
"seaweed, kelp, raw","seaweed, kelp, raw",351,"seaweed, kelp, raw",100.0,"seaweed, kelp, raw",1.0,"seaweed, kelp, raw",0.99999946,"seaweed, kelp, raw"
"mushrooms, shiitake, cooked, without salt","mushrooms, shiitake, cooked, without salt",352,"mushrooms, shiitake, cooked, without salt",100.0,"mushrooms, shiitake, cooked, without salt",1.0000000000000002,"mushrooms, shiitake, cooked, without salt",0.9999997,"mushrooms, shiitake, cooked, without salt"
"fish, cod, atlantic, dried and salted","fish, cod, atlantic, dried and salted",353,"fish, cod, atlantic, dried and salted",100.0,"fish, cod, atlantic, dried and salted",1.0000000000000004,"fish, cod, atlantic, dried and salted",0.9999996,"fish, cod, atlantic, dried and salted"
"tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)","tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",354,"tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",100.0,"tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",1.0,"tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",1.0000007,"tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)"
"danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)","danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)",355,"danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)",100.0,"danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)",1.0,"danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)",0.99999917,"danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)"
"apricots, dried, sulfured, uncooked","apricots, dried, sulfured, uncooked",356,"apricots, dried, sulfured, uncooked",100.0,"apricots, dried, sulfured, uncooked",1.0,"apricots, dried, sulfured, uncooked",1.0000004,"apricots, dried, sulfured, uncooked"
"alcoholic beverage, beer, light","alcoholic beverage, beer, light",357,"alcoholic beverage, beer, light",100.0,"alcoholic beverage, beer, light",1.0,"alcoholic beverage, beer, light",1.0000001,"alcoholic beverage, beer, light"
"chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt","chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",358,"chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",100.0,"chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",1.0,"chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",0.99999964,"chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt"
"seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)","seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",359,"seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",100.0,"seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",1.0000000000000002,"seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",1.0000004,"seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)"
"cheese, provolone","cheese, provolone",360,"cheese, provolone",100.0,"cheese, provolone",1.0,"cheese, provolone",1.0000001,"cheese, provolone"
"ham, sliced, pre-packaged, deli meat (96%fat free, water added)","ham, sliced, prepackaged (96% fat free, water added)",361,"ham, sliced, prepackaged (96% fat free, water added)",87.64044943820225,"ham, sliced, prepackaged (96% fat free, water added)",0.5208318447469652,"ham, sliced, prepackaged (96% fat free, water added)",0.96972406,"ham, sliced, prepackaged (96% fat free, water added)"
"soup, cream of potato, canned, condensed","soup, cream of potato, canned, condensed",362,"soup, cream of potato, canned, condensed",100.0,"soup, cream of potato, canned, condensed",1.0,"soup, cream of potato, canned, condensed",0.9999993,"soup, cream of potato, canned, condensed"
"cereals ready-to-eat, general mills, honey nut cheerios","cereals ready-to-eat, general mills, honey nut cheerios",363,"cereals ready-to-eat, general mills, honey nut cheerios",100.0,"cereals ready-to-eat, general mills, honey nut cheerios",1.0000000000000002,"cereals ready-to-eat, general mills, honey nut cheerios",1.0000007,"cereals ready-to-eat, general mills, honey nut cheerios"
"cereals ready-to-eat, kellogg, kellogg's frosted flakes","cereals ready-to-eat, kellogg, kellogg's frosted flakes",364,"cereals ready-to-eat, kellogg, kellogg's frosted flakes",100.0,"cereals ready-to-eat, kellogg, kellogg's frosted flakes",1.0000000000000002,"cereals ready-to-eat, kellogg, kellogg's frosted flakes",0.9999999,"cereals ready-to-eat, kellogg, kellogg's frosted flakes"
"pie, fried pies, fruit","pie, fried pies, fruit",365,"pie, fried pies, fruit",100.0,"pie, fried pies, fruit",1.0000000000000002,"pie, fried pies, fruit",1.0000005,"pie, fried pies, fruit"
"oil, sesame, salad or cooking","oil, sesame, salad or cooking",366,"oil, sesame, salad or cooking",100.0,"oil, sesame, salad or cooking",1.0,"oil, sesame, salad or cooking",1.0000004,"oil, sesame, salad or cooking"
"beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine","carbonated beverage, low calorie, cola or pepper-type, with aspartame, contains caffeine",367,"carbonated beverage, low calorie, cola or pepper-type, with aspartame, contains caffeine",87.83783783783784,"carbonated beverage, low calorie, cola or pepper-type, with aspartame, contains caffeine",1.0,"carbonated beverage, low calorie, cola or pepper-type, with aspartame, contains caffeine",0.9952545,"babyfood, fruit, bananas and pineapple with tapioca, strained"
"candies, sweet chocolate coated fondant","candies, sweet chocolate coated fondant",368,"candies, sweet chocolate coated fondant",100.0,"candies, sweet chocolate coated fondant",1.0,"candies, sweet chocolate coated fondant",1.0000002,"candies, sweet chocolate coated fondant"
"beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised","beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",369,"beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",100.0,"beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",1.0,"beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",0.99999976,"beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"
"beverages, coffee, instant, regular, powder","coffee, instant, regular, powder",370,"coffee, instant, regular, powder",86.56716417910448,"coffee, instant, regular, powder",0.9122826659687664,"coffee, instant, regular, powder",0.9787199,"beverages, tea, hibiscus, brewed"
"bread, wheat","bread, wheat",371,"bread, wheat",100.0,"bread, wheat",1.0000000000000002,"bread, wheat",0.9999994,"bread, wheat"
"cinnamon buns, frosted (includes honey buns)","cinnamon buns, frosted (includes honey buns)",372,"cinnamon buns, frosted (includes honey buns)",100.0,"cinnamon buns, frosted (includes honey buns)",1.0000000000000002,"cinnamon buns, frosted (includes honey buns)",0.99999964,"cinnamon buns, frosted (includes honey buns)"
"oranges, raw, all commercial varieties","oranges, raw, all commercial varieties",373,"oranges, raw, all commercial varieties",100.0,"oranges, raw, all commercial varieties",1.0000000000000002,"oranges, raw, all commercial varieties",1.0,"oranges, raw, all commercial varieties"
"sweeteners, tabletop, sucralose, splenda packets","sweeteners, tabletop, sucralose, splenda packets",374,"sweeteners, tabletop, sucralose, splenda packets",100.0,"sweeteners, tabletop, sucralose, splenda packets",1.0,"sweeteners, tabletop, sucralose, splenda packets",0.9999998,"sweeteners, tabletop, sucralose, splenda packets"
"margarine-like, vegetable oil spread, 60% fat, tub, with salt","margarine-like, vegetable oil spread, 60% fat, tub, with salt",375,"margarine-like, vegetable oil spread, 60% fat, tub, with salt",100.0,"margarine-like, vegetable oil spread, 60% fat, tub, with salt",1.0,"margarine-like, vegetable oil spread, 60% fat, tub, with salt",1.0000002,"margarine-like, vegetable oil spread, 60% fat, tub, with salt"
"margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin d","margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin d",376,"margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin d",100.0,"margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin d",1.0,"margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin d",1.0000001,"margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin d"
"juice, apple and grape blend, with added ascorbic acid","juice, apple and grape blend, with added ascorbic acid",377,"juice, apple and grape blend, with added ascorbic acid",100.0,"juice, apple and grape blend, with added ascorbic acid",1.0,"juice, apple and grape blend, with added ascorbic acid",1.0000005,"juice, apple and grape blend, with added ascorbic acid"
"buckwheat flour, whole-groat","buckwheat flour, whole-groat",378,"buckwheat flour, whole-groat",100.0,"buckwheat flour, whole-groat",1.0000000000000002,"buckwheat flour, whole-groat",1.0000001,"buckwheat flour, whole-groat"
"lemons, raw, without peel","lemons, raw, without peel",379,"lemons, raw, without peel",100.0,"lemon peel, raw",1.0000000000000002,"lemons, raw, without peel",0.99999994,"lemons, raw, without peel"
"sweeteners, tabletop, saccharin (sodium saccharin)","sweeteners, tabletop, saccharin",380,"sweeteners, tabletop, saccharin",76.71232876712328,"sweeteners, tabletop, saccharin",0.9034143847217302,"sweeteners, tabletop, saccharin",0.983589,"sweeteners, tabletop, saccharin"
"wheat flour, white, bread, enriched","wheat flour, white, bread, enriched",381,"wheat flour, white, bread, enriched",100.0,"wheat flour, white, bread, enriched",1.0,"wheat flour, white, bread, enriched",0.9999998,"wheat flour, white, bread, enriched"
"cookies, sugar, commercially prepared, regular (includes vanilla)","cookies, sugar, commercially prepared, regular (includes vanilla)",382,"cookies, sugar, commercially prepared, regular (includes vanilla)",100.0,"cookies, sugar, commercially prepared, regular (includes vanilla)",1.0,"cookies, sugar, commercially prepared, regular (includes vanilla)",1.0,"cookies, sugar, commercially prepared, regular (includes vanilla)"
"lettuce, red leaf, raw","lettuce, red leaf, raw",383,"lettuce, red leaf, raw",100.0,"lettuce, red leaf, raw",1.0,"lettuce, red leaf, raw",1.0000011,"lettuce, red leaf, raw"
"salad dressing, french dressing, commercial, regular","salad dressing, french dressing, commercial, regular",384,"salad dressing, french dressing, commercial, regular",100.0,"salad dressing, french dressing, commercial, regular",1.0,"salad dressing, french dressing, commercial, regular",1.0000011,"salad dressing, french dressing, commercial, regular"
"pie, pumpkin, commercially prepared","pie, pumpkin, commercially prepared",385,"pie, pumpkin, commercially prepared",100.0,"pie, pumpkin, commercially prepared",1.0,"pie, pumpkin, commercially prepared",0.9999999,"pie, pumpkin, commercially prepared"
"sweet rolls, cinnamon, commercially prepared with raisins","sweet rolls, cinnamon, commercially prepared with raisins",386,"sweet rolls, cinnamon, commercially prepared with raisins",100.0,"sweet rolls, cinnamon, commercially prepared with raisins",1.0000000000000002,"sweet rolls, cinnamon, commercially prepared with raisins",1.0000005,"sweet rolls, cinnamon, commercially prepared with raisins"
"eggplant, raw","eggplant, raw",387,"eggplant, raw",100.0,"eggplant, raw",1.0,"eggplant, raw",1.0000001,"eggplant, raw"
"fish, salmon, pink, raw","fish, salmon, pink, raw",388,"fish, salmon, pink, raw",100.0,"fish, salmon, pink, raw",1.0,"fish, salmon, pink, raw",1.0000004,"fish, salmon, pink, raw"
"muffins, english, plain, enriched, with ca prop (includes sourdough)","english muffins, plain, enriched, with ca prop (includes sourdough)",389,"english muffins, plain, enriched, with ca prop (includes sourdough)",86.0,"english muffins, plain, enriched, with ca prop (includes sourdough)",1.0,"english muffins, plain, enriched, with ca prop (includes sourdough)",0.99636275,"muffins, wheat bran, toaster-type with raisins"
"pizza, meat and vegetable topping, rising crust, frozen, cooked","pizza, meat and vegetable topping, rising crust, frozen, cooked",390,"pizza, meat and vegetable topping, rising crust, frozen, cooked",100.0,"pizza, meat and vegetable topping, rising crust, frozen, cooked",1.0,"pizza, meat and vegetable topping, rising crust, frozen, cooked",1.0000002,"pizza, meat and vegetable topping, rising crust, frozen, cooked"
"maraschino cherries, canned, drained","maraschino cherries, canned, drained",391,"maraschino cherries, canned, drained",100.0,"maraschino cherries, canned, drained",1.0,"maraschino cherries, canned, drained",0.99999976,"maraschino cherries, canned, drained"
"bacon bits, meatless","bacon bits, meatless",392,"bacon bits, meatless",100.0,"bacon bits, meatless",1.0000000000000002,"bacon bits, meatless",0.9999997,"bacon bits, meatless"
"salad dressing, caesar dressing, regular","salad dressing, caesar dressing, regular",393,"salad dressing, caesar dressing, regular",100.0,"salad dressing, caesar dressing, regular",1.0,"salad dressing, caesar dressing, regular",1.0000005,"salad dressing, caesar dressing, regular"
"pie, pecan, commercially prepared","pie, pecan, commercially prepared",394,"pie, pecan, commercially prepared",100.0,"pie, pecan, commercially prepared",1.0,"pie, pecan, commercially prepared",1.0000006,"pie, pecan, commercially prepared"
"candies, milk chocolate, with almonds","candies, milk chocolate, with almonds",395,"candies, milk chocolate, with almonds",100.0,"candies, milk chocolate, with almonds",1.0000000000000002,"candies, milk chocolate, with almonds",0.99999994,"candies, milk chocolate, with almonds"
"pork, fresh, spareribs, separable lean and fat, cooked, braised","pork, fresh, spareribs, separable lean and fat, cooked, braised",396,"pork, fresh, spareribs, separable lean and fat, cooked, braised",100.0,"pork, fresh, spareribs, separable lean and fat, cooked, braised",1.0000000000000002,"pork, fresh, spareribs, separable lean and fat, cooked, braised",0.99999964,"pork, fresh, spareribs, separable lean and fat, cooked, braised"
"pickles, cucumber, dill or kosher dill","pickles, cucumber, dill or kosher dill",397,"pickles, cucumber, dill or kosher dill",100.0,"pickles, cucumber, dill or kosher dill",1.0000000000000002,"pickles, cucumber, dill or kosher dill",1.0000006,"pickles, cucumber, dill or kosher dill"
"salad dressing, italian dressing, commercial, regular","salad dressing, italian dressing, commercial, regular",398,"salad dressing, italian dressing, commercial, regular",100.0,"salad dressing, italian dressing, commercial, regular",1.0,"salad dressing, italian dressing, commercial, regular",1.0000005,"salad dressing, italian dressing, commercial, regular"
"nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged","nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",399,"nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",100.0,"nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",1.0,"nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",0.9999998,"nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged"
"guava sauce, cooked","guava sauce, cooked",400,"guava sauce, cooked",100.0,"guava sauce, cooked",1.0,"guava sauce, cooked",1.0,"guava sauce, cooked"
"candies, milk chocolate coated coffee beans","candies, milk chocolate coated coffee beans",401,"candies, milk chocolate coated coffee beans",100.0,"candies, milk chocolate coated coffee beans",1.0,"candies, milk chocolate coated coffee beans",0.9999995,"candies, milk chocolate coated coffee beans"
"veggie burgers or soyburgers, unprepared","veggie burgers or soyburgers, unprepared",402,"veggie burgers or soyburgers, unprepared",100.0,"veggie burgers or soyburgers, unprepared",1.0,"veggie burgers or soyburgers, unprepared",1.0000006,"veggie burgers or soyburgers, unprepared"
chocolate-flavored hazelnut spread,chocolate-flavored hazelnut spread,403,chocolate-flavored hazelnut spread,100.0,chocolate-flavored hazelnut spread,1.0000000000000002,chocolate-flavored hazelnut spread,0.9999999,chocolate-flavored hazelnut spread
"cookies, brownies, commercially prepared","cookies, brownies, commercially prepared",404,"cookies, brownies, commercially prepared",100.0,"cookies, brownies, commercially prepared",1.0,"cookies, brownies, commercially prepared",1.0000002,"cookies, brownies, commercially prepared"
"frostings, chocolate, creamy, ready-to-eat","frostings, chocolate, creamy, ready-to-eat",405,"frostings, chocolate, creamy, ready-to-eat",100.0,"frostings, chocolate, creamy, ready-to-eat",1.0,"frostings, chocolate, creamy, ready-to-eat",1.0000005,"frostings, chocolate, creamy, ready-to-eat"
"beans, snap, green, canned, regular pack, drained solids","beans, snap, green, canned, regular pack, drained solids",406,"beans, snap, green, canned, regular pack, drained solids",100.0,"beans, snap, green, canned, regular pack, drained solids",1.0,"beans, snap, green, canned, regular pack, drained solids",1.0000005,"beans, snap, green, canned, regular pack, drained solids"
"beans, kidney, red, mature seeds, cooked, boiled, without salt","beans, kidney, red, mature seeds, cooked, boiled, without salt",407,"beans, kidney, red, mature seeds, cooked, boiled, without salt",100.0,"beans, kidney, red, mature seeds, cooked, boiled, without salt",1.0000000000000004,"beans, kidney, red, mature seeds, cooked, boiled, without salt",1.0000008,"beans, kidney, red, mature seeds, cooked, boiled, without salt"
"wheat bran, crude","wheat bran, crude",408,"wheat bran, crude",100.0,"wheat bran, crude",1.0,"wheat bran, crude",1.0000004,"wheat bran, crude"
"raspberries, raw","raspberries, raw",409,"raspberries, raw",100.0,"raspberries, raw",1.0000000000000002,"raspberries, raw",1.0000002,"raspberries, raw"
candied fruit,candied fruit,410,candied fruit,100.0,candied fruit,1.0000000000000002,candied fruit,1.0000002,candied fruit
"soup, chicken noodle, canned, condensed","soup, chicken noodle, canned, condensed",411,"soup, chicken noodle, canned, condensed",100.0,"soup, chicken noodle, canned, condensed",1.0000000000000002,"soup, chicken noodle, canned, condensed",0.9999999,"soup, chicken noodle, canned, condensed"
"mung beans, mature seeds, sprouted, raw","mung beans, mature seeds, sprouted, raw",412,"mung beans, mature seeds, sprouted, raw",100.0,"mung beans, mature seeds, sprouted, raw",1.0000000000000004,"mung beans, mature seeds, sprouted, raw",0.99999994,"mung beans, mature seeds, sprouted, raw"
"tofu, fried","tofu, fried",413,"tofu, fried",100.0,"tofu, fried",1.0000000000000002,"tofu, fried",1.0000002,"tofu, fried"
"peanuts, all types, dry-roasted, without salt","peanuts, all types, dry-roasted, without salt",414,"peanuts, all types, dry-roasted, without salt",100.0,"peanuts, all types, dry-roasted, without salt",1.0,"peanuts, all types, dry-roasted, without salt",0.99999976,"peanuts, all types, dry-roasted, without salt"
"sauce, fish, ready-to-serve","sauce, fish, ready-to-serve",415,"sauce, fish, ready-to-serve",100.0,"sauce, fish, ready-to-serve",1.0,"sauce, fish, ready-to-serve",0.9999998,"sauce, fish, ready-to-serve"
"beverages, carbonated, low calorie, other than cola or pepper, with aspartame, contains caffeine","carbonated beverage, low calorie, other than cola or pepper, with aspartame, contains caffeine",416,"carbonated beverage, low calorie, other than cola or pepper, with aspartame, contains caffeine",86.95652173913044,"carbonated beverage, low calorie, other than cola or pepper, with aspartame, contains caffeine",1.0000000000000002,"carbonated beverage, low calorie, other than cola or pepper, with aspartame, contains caffeine",0.99359375,"beverages, tea, herb, other than chamomile, brewed"
"peppers, serrano, raw","peppers, serrano, raw",417,"peppers, serrano, raw",100.0,"peppers, serrano, raw",1.0000000000000002,"peppers, serrano, raw",0.9999994,"peppers, serrano, raw"
"orange juice, chilled, includes from concentrate","orange juice, chilled, includes from concentrate",418,"orange juice, chilled, includes from concentrate",100.0,"orange juice, chilled, includes from concentrate",1.0,"orange juice, chilled, includes from concentrate",1.0000006,"orange juice, chilled, includes from concentrate"
"taco shells, baked","taco shells, baked",419,"taco shells, baked",100.0,"taco shells, baked",1.0000000000000002,"taco shells, baked",1.0000004,"taco shells, baked"
"bread, potato","bread, potato",420,"bread, potato",100.0,"bread, potato",1.0,"bread, potato",0.9999997,"bread, potato"
"potatoes, boiled, cooked without skin, flesh, without salt","potatoes, boiled, cooked without skin, flesh, without salt",421,"potatoes, boiled, cooked in skin, flesh, with salt",100.0,"potatoes, boiled, cooked in skin, flesh, with salt",1.0,"potatoes, boiled, cooked without skin, flesh, without salt",0.99999905,"potatoes, boiled, cooked without skin, flesh, without salt"
"beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted","beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",422,"beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",100.0,"beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",1.0,"beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",0.9999998,"beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted"
"tomato products, canned, puree, without salt added","tomato products, canned, puree, without salt added",423,"tomato products, canned, puree, with salt added",100.0,"tomato products, canned, puree, with salt added",1.0,"tomato products, canned, puree, without salt added",0.9999999,"tomato products, canned, puree, without salt added"
"croutons, seasoned","croutons, seasoned",424,"croutons, seasoned",100.0,"croutons, seasoned",1.0000000000000002,"croutons, seasoned",0.9999994,"croutons, seasoned"
"beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine","carbonated beverage, low calorie, cola or pepper-type, with aspartame, without caffeine",425,"carbonated beverage, low calorie, cola or pepper-type, with aspartame, without caffeine",86.36363636363636,"carbonated beverage, low calorie, cola or pepper-type, with aspartame, without caffeine",1.0000000000000002,"carbonated beverage, low calorie, cola or pepper-type, with aspartame, without caffeine",0.99242586,"babyfood, fruit, prunes with tapioca, without ascorbic acid, strained"
"soup, vegetable beef, canned, condensed","soup, vegetable beef, canned, condensed",426,"soup, vegetable beef, canned, condensed",100.0,"soup, vegetable beef, canned, condensed",1.0,"soup, vegetable beef, canned, condensed",0.9999991,"soup, vegetable beef, canned, condensed"
"beverages, carbonated, low calorie, other than cola or pepper,  without caffeine","carbonated beverage, low calorie, other than cola or pepper,  without caffeine",427,"carbonated beverage, low calorie, other than cola or pepper,  without caffeine",82.35294117647058,"carbonated beverage, low calorie, other than cola or pepper,  without caffeine",1.0,"carbonated beverage, low calorie, other than cola or pepper,  without caffeine",0.9846901,"beverages, tea, herb, other than chamomile, brewed"
"crackers, cheese, regular","crackers, cheese, regular",428,"crackers, cheese, regular",100.0,"crackers, cheese, regular",1.0000000000000002,"crackers, cheese, regular",0.99999905,"crackers, cheese, regular"
"pork, fresh, loin, whole, separable lean only, cooked, roasted","pork, fresh, loin, whole, separable lean only, cooked, roasted",429,"pork, fresh, loin, whole, separable lean only, cooked, roasted",100.0,"pork, fresh, loin, whole, separable lean only, cooked, roasted",1.0,"pork, fresh, loin, whole, separable lean only, cooked, roasted",1.0000004,"pork, fresh, loin, whole, separable lean only, cooked, roasted"
