"food_id","food_name","orig_food_id","orig_food_common_name_uncleaned","orig_food_common_name","citation","food_V2_ID"
175,"Potato","43311","Potatoes, canned, drained solids, no salt added","potatoes canned drained solids no salt added","USDA",1496
177,"Sorghum","20067","Sorghum","sorghum","USDA",1497
177,"Sorghum","20648","Sorghum flour","sorghum flour","USDA",1498
178,"Spinach","0276","Spinach, chopped, frozen","spinach chopped frozen","DTU",1499
178,"Spinach","0278","Spinach, raw","spinach raw","DTU",1500
178,"Spinach","11458","Spinach, cooked, boiled, drained, without salt","spinach cooked boiled drained without salt","USDA",1501
178,"Spinach","11459","Spinach, canned, regular pack, solids and liquids","spinach canned regular pack solids liquids","USDA",1502
178,"Spinach","11461","Spinach, canned, regular pack, drained solids","spinach canned regular pack drained solids","USDA",1503
178,"Spinach","11463","Spinach, frozen, chopped or leaf, unprepared","spinach frozen chopped leaf unprepared","USDA",1504
178,"Spinach","11464","Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt","spinach frozen chopped leaf cooked boiled drained without salt","USDA",1505
178,"Spinach","11854","Spinach, cooked, boiled, drained, with salt","spinach cooked boiled drained with salt","USDA",1506
178,"Spinach","11855","Spinach, canned, no salt added, solids and liquids","spinach canned no salt added solids liquids","USDA",1507
178,"Spinach","11856","Spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt","spinach frozen chopped leaf cooked boiled drained with salt","USDA",1508
179,"Cloves","02011","Spices, cloves, ground","spices cloves ground","USDA",1509
180,"Tamarind","0647","Tamarind, Indian date, raw","tamarind indian date raw","DTU",1510
180,"Tamarind","09322","Tamarinds, raw","tamarinds raw","USDA",1511
180,"Tamarind","09437","Tamarind nectar, canned","tamarind nectar canned","USDA",1512
181,"Dandelion","0856","Dandelion, leaves, raw","dandelion leaves raw","DTU",1513
181,"Dandelion","11207","Dandelion greens, raw","dandelion greens raw","USDA",1514
181,"Dandelion","11208","Dandelion greens, cooked, boiled, drained, without salt","dandelion greens cooked boiled drained without salt","USDA",1515
181,"Dandelion","11782","Dandelion greens, cooked, boiled, drained, with salt","dandelion greens cooked boiled drained with salt","USDA",1516
183,"Common thyme","02042","Spices, thyme, dried","spices thyme dried","USDA",1517
183,"Common thyme","02049","Thyme, fresh","thyme fresh","USDA",1518
186,"Fenugreek","02019","Spices, fenugreek seed","spices fenugreek seed","USDA",1519
187,"Common wheat","20071","Wheat, hard red spring","wheat hard red spring","USDA",1520
187,"Common wheat","20072","Wheat, hard red winter","wheat hard red winter","USDA",1521
187,"Common wheat","20073","Wheat, soft red winter","wheat soft red winter","USDA",1522
187,"Common wheat","20074","Wheat, hard white","wheat hard white","USDA",1523
187,"Common wheat","20075","Wheat, soft white","wheat soft white","USDA",1524
188,"Vaccinium (Blueberry, Cranberry, Huckleberry)","0835","Blueberry, frozen, unsweetened","blueberry frozen unsweetened","DTU",1525
188,"Vaccinium (Blueberry, Cranberry, Huckleberry)","0629","Cranberry, raw","cranberry raw","DTU",1526
188,"Vaccinium (Blueberry, Cranberry, Huckleberry)","09050","Blueberries, raw","blueberries raw","USDA",1527
188,"Vaccinium (Blueberry, Cranberry, Huckleberry)","09052","Blueberries, canned, heavy syrup, solids and liquids","blueberries canned heavy syrup solids liquids","USDA",1528
188,"Vaccinium (Blueberry, Cranberry, Huckleberry)","09053","Blueberries, wild, frozen","blueberries wild frozen","USDA",1529
188,"Vaccinium (Blueberry, Cranberry, Huckleberry)","09054","Blueberries, frozen, unsweetened","blueberries frozen unsweetened","USDA",1530
188,"Vaccinium (Blueberry, Cranberry, Huckleberry)","09055","Blueberries, frozen, sweetened","blueberries frozen sweetened","USDA",1531
188,"Vaccinium (Blueberry, Cranberry, Huckleberry)","09352","Blueberries, canned, light syrup, drained","blueberries canned light syrup drained","USDA",1532
188,"Vaccinium (Blueberry, Cranberry, Huckleberry)","09353","Blueberries, wild, canned, heavy syrup, drained","blueberries wild canned heavy syrup drained","USDA",1533
188,"Vaccinium (Blueberry, Cranberry, Huckleberry)","14242","Cranberry juice cocktail, bottled","cranberry juice cocktail bottled","USDA",1534
188,"Vaccinium (Blueberry, Cranberry, Huckleberry)","14243","Cranberry juice cocktail, bottled, low calorie, with calcium, saccharin and corn sweetener","cranberry juice cocktail bottled low calorie with calcium saccharin corn sweetener","USDA",1535
188,"Vaccinium (Blueberry, Cranberry, Huckleberry)","14430","Cranberry juice cocktail, frozen concentrate","cranberry juice cocktail frozen concentrate","USDA",1536
188,"Vaccinium (Blueberry, Cranberry, Huckleberry)","14431","Cranberry juice cocktail, frozen concentrate, prepared with water","cranberry juice cocktail frozen concentrate prepared with water","USDA",1537
192,"American cranberry","09078","Cranberries, raw","cranberries raw","USDA",1538
192,"American cranberry","09079","Cranberries, dried, sweetened","cranberries dried sweetened","USDA",1539
192,"American cranberry","09081","Cranberry sauce, canned, sweetened","cranberry sauce canned sweetened","USDA",1540
192,"American cranberry","43382","Cranberry juice, unsweetened","cranberry juice unsweetened","USDA",1541
193,"Bilberry","0020","Bilberry, raw","bilberry raw","DTU",1542
194,"Lingonberry","0832","Lingonberry, jam","lingonberry jam","DTU",1543
194,"Lingonberry","0326","Lingonberry, raw","lingonberry raw","DTU",1544
194,"Lingonberry","35030","Cranberry, low bush or lingenberry, raw (Alaska Native)","cranberry low bush lingenberry raw alaska native","USDA",1545
195,"Vanilla","02050","Vanilla extract","vanilla extract","USDA",1546
197,"Broad bean","11088","Broadbeans, immature seeds, raw","broadbeans immature seeds raw","USDA",1547
197,"Broad bean","11089","Broadbeans, immature seeds, cooked, boiled, drained, without salt","broadbeans immature seeds cooked boiled drained without salt","USDA",1548
197,"Broad bean","11738","Broadbeans, immature seeds, cooked, boiled, drained, with salt","broadbeans immature seeds cooked boiled drained with salt","USDA",1549
197,"Broad bean","11973","Beans, fava, in pod, raw","beans fava pod raw","USDA",1550
197,"Broad bean","16052","Broadbeans (fava beans), mature seeds, raw","broadbeans fava beans mature seeds raw","USDA",1551
197,"Broad bean","16053","Broadbeans (fava beans), mature seeds, cooked, boiled, without salt","broadbeans fava beans mature seeds cooked boiled without salt","USDA",1552
197,"Broad bean","16054","Broadbeans (fava beans), mature seeds, canned","broadbeans fava beans mature seeds canned","USDA",1553
197,"Broad bean","16353","Broadbeans (fava beans), mature seeds, cooked, boiled, with salt","broadbeans fava beans mature seeds cooked boiled with salt","USDA",1554
198,"Adzuki bean","0687","Bean, adzuki, sprouted, raw","bean adzuki sprouted raw","DTU",1555
198,"Adzuki bean","16001","Beans, adzuki, mature seeds, raw","beans adzuki mature seeds raw","USDA",1556
198,"Adzuki bean","16002","Beans, adzuki, mature seeds, cooked, boiled, without salt","beans adzuki mature seeds cooked boiled without salt","USDA",1557
198,"Adzuki bean","16003","Beans, adzuki, mature seeds, canned, sweetened","beans adzuki mature seeds canned sweetened","USDA",1558
198,"Adzuki bean","16004","Beans, adzuki, yokan, mature seeds","beans adzuki yokan mature seeds","USDA",1559
198,"Adzuki bean","16302","Beans, adzuki, mature seed, cooked, boiled, with salt","beans adzuki mature seed cooked boiled with salt","USDA",1560
199,"Gram bean","16083","Mungo beans, mature seeds, raw","mungo beans mature seeds raw","USDA",1561
199,"Gram bean","16084","Mungo beans, mature seeds, cooked, boiled, without salt","mungo beans mature seeds cooked boiled without salt","USDA",1562
199,"Gram bean","16384","Mungo beans, mature seeds, cooked, boiled, with salt","mungo beans mature seeds cooked boiled with salt","USDA",1563
200,"Mung bean","0817","Bean sprouts, mung, raw","bean sprouts mung raw","DTU",1564
200,"Mung bean","0485","Beans, mung, dried, raw","beans mung dried raw","DTU",1565
200,"Mung bean","11043","Mung beans, mature seeds, sprouted, raw","mung beans mature seeds sprouted raw","USDA",1566
200,"Mung bean","11044","Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt","mung beans mature seeds sprouted cooked boiled drained without salt","USDA",1567
200,"Mung bean","11045","Mung beans, mature seeds, sprouted, cooked, stir-fried","mung beans mature seeds sprouted cooked stir fried","USDA",1568
200,"Mung bean","11626","Beans, mung, mature seeds, sprouted, canned, drained solids","beans mung mature seeds sprouted canned drained solids","USDA",1569
200,"Mung bean","11718","Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt","mung beans mature seeds sprouted cooked boiled drained with salt","USDA",1570
200,"Mung bean","16080","Mung beans, mature seeds, raw","mung beans mature seeds raw","USDA",1571
200,"Mung bean","16081","Mung beans, mature seeds, cooked, boiled, without salt","mung beans mature seeds cooked boiled without salt","USDA",1572
200,"Mung bean","16381","Mung beans, mature seeds, cooked, boiled, with salt","mung beans mature seeds cooked boiled with salt","USDA",1573
202,"Cowpea","11197","Cowpeas, young pods with seeds, raw","cowpeas young pods with seeds raw","USDA",1574
202,"Cowpea","11198","Cowpeas, young pods with seeds, cooked, boiled, drained, without salt","cowpeas young pods with seeds cooked boiled drained without salt","USDA",1575
202,"Cowpea","11201","Cowpeas, leafy tips, raw","cowpeas leafy tips raw","USDA",1576
202,"Cowpea","11202","Cowpeas, leafy tips, cooked, boiled, drained, without salt","cowpeas leafy tips cooked boiled drained without salt","USDA",1577
202,"Cowpea","11779","Cowpeas, young pods with seeds, cooked, boiled, drained, with salt","cowpeas young pods with seeds cooked boiled drained with salt","USDA",1578
202,"Cowpea","11780","Cowpeas, leafy tips, cooked, boiled, drained, with salt","cowpeas leafy tips cooked boiled drained with salt","USDA",1579
203,"Muscadine grape","09129","Grapes, muscadine, raw","grapes muscadine raw","USDA",1580
204,"Common grape","09085","Currants, zante, dried","currants zante dried","USDA",1581
204,"Common grape","09132","Grapes, red or green (European type, such as Thompson seedless), raw","grapes red green european type such thompson seedless raw","USDA",1582
204,"Common grape","09297","Raisins, golden seedless","raisins golden seedless","USDA",1583
204,"Common grape","09298","Raisins, seedless","raisins seedless","USDA",1584
204,"Common grape","09299","Raisins, seeded","raisins seeded","USDA",1585
204,"Common grape","11974","Grape leaves, raw","grape leaves raw","USDA",1586
205,"Corn","0172","Corn flour","corn flour","DTU",1587
205,"Corn","0153","Corn oil","corn oil","DTU",1588
205,"Corn","0173","Corn starch","corn starch","DTU",1589
205,"Corn","1337","Pop corn, microwave oven","pop corn microwave oven","DTU",1590
205,"Corn","0469","Pop corn, oil and salt added","pop corn oil salt added","DTU",1591
205,"Corn","1336","Pop corn, oil and salt added, traditional","pop corn oil salt added traditional","DTU",1592
205,"Corn","0151","Sweetcorn, kernels, canned","sweetcorn kernels canned","DTU",1593
205,"Corn","0152","Sweetcorn, kernels, frozen","sweetcorn kernels frozen","DTU",1594
205,"Corn","0150","Sweetcorn, on-the-cob, raw","sweetcorn on the cob raw","DTU",1595
205,"Corn","04518","Oil, corn, industrial and retail, all purpose salad or cooking","oil corn industrial retail all purpose salad cooking","USDA",1596
205,"Corn","11167","Corn, sweet, yellow, raw","corn sweet yellow raw","USDA",1597
205,"Corn","11168","Corn, sweet, yellow, cooked, boiled, drained, without salt","corn sweet yellow cooked boiled drained without salt","USDA",1598
205,"Corn","11170","Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids","corn sweet yellow canned brine pack regular pack solids liquids","USDA",1599
205,"Corn","11172","Corn, sweet, yellow, canned, whole kernel, drained solids","corn sweet yellow canned whole kernel drained solids","USDA",1600
205,"Corn","11174","Corn, sweet, yellow, canned, cream style, regular pack","corn sweet yellow canned cream style regular pack","USDA",1601
205,"Corn","11176","Corn, sweet, yellow, canned, vacuum pack, regular pack","corn sweet yellow canned vacuum pack regular pack","USDA",1602
205,"Corn","11177","Corn, sweet, yellow, canned, drained solids, rinsed with tap water","corn sweet yellow canned drained solids rinsed with tap water","USDA",1603
205,"Corn","11178","Corn, sweet, yellow, frozen, kernels cut off cob, unprepared","corn sweet yellow frozen kernels cut off cob unprepared","USDA",1604
205,"Corn","11179","Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt","corn sweet yellow frozen kernels cut off cob boiled drained without salt","USDA",1605
205,"Corn","11180","Corn, sweet, yellow, frozen, kernels on cob, unprepared","corn sweet yellow frozen kernels on cob unprepared","USDA",1606
205,"Corn","11181","Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, without salt","corn sweet yellow frozen kernels on cob cooked boiled drained without salt","USDA",1607
205,"Corn","11182","Corn, yellow, whole kernel, frozen, microwaved","corn yellow whole kernel frozen microwaved","USDA",1608
205,"Corn","11770","Corn, sweet, yellow, cooked, boiled, drained, with salt","corn sweet yellow cooked boiled drained with salt","USDA",1609
205,"Corn","11771","Corn, sweet, yellow, canned, no salt added, solids and liquids","corn sweet yellow canned no salt added solids liquids","USDA",1610
205,"Corn","11772","Corn, sweet, yellow, canned, cream style, no salt added","corn sweet yellow canned cream style no salt added","USDA",1611
205,"Corn","11773","Corn, sweet, yellow, canned, vacuum pack, no salt added","corn sweet yellow canned vacuum pack no salt added","USDA",1612
205,"Corn","11774","Corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, with salt","corn sweet yellow frozen kernels cut off cob boiled drained with salt","USDA",1613
205,"Corn","11775","Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, with salt","corn sweet yellow frozen kernels on cob cooked boiled drained with salt","USDA",1614
205,"Corn","11900","Corn, sweet, white, raw","corn sweet white raw","USDA",1615
205,"Corn","11901","Corn, sweet, white, cooked, boiled, drained, without salt","corn sweet white cooked boiled drained without salt","USDA",1616
205,"Corn","11902","Corn, sweet, white, cooked, boiled, drained, with salt","corn sweet white cooked boiled drained with salt","USDA",1617
205,"Corn","11903","Corn, sweet, white, canned, whole kernel, regular pack, solids and liquids","corn sweet white canned whole kernel regular pack solids liquids","USDA",1618
205,"Corn","11904","Corn, sweet, white, canned, whole kernel, no salt added, solids and liquids","corn sweet white canned whole kernel no salt added solids liquids","USDA",1619
205,"Corn","11905","Corn, sweet, white, canned, whole kernel, drained solids","corn sweet white canned whole kernel drained solids","USDA",1620
205,"Corn","11906","Corn, sweet, white, canned, cream style, regular pack","corn sweet white canned cream style regular pack","USDA",1621
205,"Corn","11907","Corn, sweet, white, canned, cream style, no salt added","corn sweet white canned cream style no salt added","USDA",1622
205,"Corn","11908","Corn, sweet, white, canned, vacuum pack, regular pack","corn sweet white canned vacuum pack regular pack","USDA",1623
205,"Corn","11909","Corn, sweet, white, canned, vacuum pack, no salt added","corn sweet white canned vacuum pack no salt added","USDA",1624
205,"Corn","11910","Corn, sweet, white, frozen, kernels cut off cob, unprepared","corn sweet white frozen kernels cut off cob unprepared","USDA",1625
205,"Corn","11911","Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt","corn sweet white frozen kernels cut off cob boiled drained without salt","USDA",1626
205,"Corn","11912","Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, with salt","corn sweet white frozen kernels cut off cob boiled drained with salt","USDA",1627
205,"Corn","11913","Corn, sweet, white, frozen, kernels on cob, unprepared","corn sweet white frozen kernels on cob unprepared","USDA",1628
205,"Corn","11914","Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, without salt","corn sweet white frozen kernels on cob cooked boiled drained without salt","USDA",1629
205,"Corn","11915","Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, with salt","corn sweet white frozen kernels on cob cooked boiled drained with salt","USDA",1630
205,"Corn","20014","Corn, yellow","corn yellow","USDA",1631
205,"Corn","20015","Corn bran, crude","corn bran crude","USDA",1632
205,"Corn","20016","Corn flour, whole-grain, yellow","corn flour whole grain yellow","USDA",1633
205,"Corn","20017","Corn flour, masa, enriched, white","corn flour masa enriched white","USDA",1634
205,"Corn","20018","Corn flour, degermed, unenriched, yellow","corn flour degermed unenriched yellow","USDA",1635
205,"Corn","20019","Corn flour, masa, unenriched, white","corn flour masa unenriched white","USDA",1636
205,"Corn","20020","Cornmeal, whole-grain, yellow","cornmeal whole grain yellow","USDA",1637
205,"Corn","20022","Cornmeal, degermed, enriched, yellow","cornmeal degermed enriched yellow","USDA",1638
205,"Corn","20023","Cornmeal, self-rising, bolted, plain, enriched, yellow","cornmeal self rising bolted plain enriched yellow","USDA",1639
205,"Corn","20024","Cornmeal, self-rising, bolted, with wheat flour added, enriched, yellow","cornmeal self rising bolted with wheat flour added enriched yellow","USDA",1640
205,"Corn","20025","Cornmeal, self-rising, degermed, enriched, yellow","cornmeal self rising degermed enriched yellow","USDA",1641
205,"Corn","20027","Cornstarch","cornstarch","USDA",1642
205,"Corn","20030","Hominy, canned, white","hominy canned white","USDA",1643
205,"Corn","20314","Corn, white","corn white","USDA",1644
205,"Corn","20315","Corn flour, whole-grain, blue (harina de maiz morado)","corn flour whole grain blue harina de maiz morado","USDA",1645
205,"Corn","20316","Corn flour, whole-grain, white","corn flour whole grain white","USDA",1646
205,"Corn","20317","Corn flour, masa, enriched, yellow","corn flour masa enriched yellow","USDA",1647
205,"Corn","20320","Cornmeal, whole-grain, white","cornmeal whole grain white","USDA",1648
205,"Corn","20322","Cornmeal, degermed, enriched, white","cornmeal degermed enriched white","USDA",1649
205,"Corn","20323","Cornmeal, self-rising, bolted, plain, enriched, white","cornmeal self rising bolted plain enriched white","USDA",1650
205,"Corn","20324","Cornmeal, self-rising, bolted, with wheat flour added, enriched, white","cornmeal self rising bolted with wheat flour added enriched white","USDA",1651
205,"Corn","20325","Cornmeal, self-rising, degermed, enriched, white","cornmeal self rising degermed enriched white","USDA",1652
205,"Corn","20330","Hominy, canned, yellow","hominy canned yellow","USDA",1653
205,"Corn","20422","Cornmeal, degermed, unenriched, yellow","cornmeal degermed unenriched yellow","USDA",1654
205,"Corn","20522","Cornmeal, degermed, unenriched, white","cornmeal degermed unenriched white","USDA",1655
205,"Corn","21128","Fast foods, corn on the cob with butter","fast corn on the cob with butter","USDA",1656
205,"Corn","35130","Mush, blue corn with ash (Navajo)","mush blue corn with ash navajo","USDA",1657
205,"Corn","35131","Cornmeal, blue (Navajo)","cornmeal blue navajo","USDA",1658
205,"Corn","35134","Corn, dried (Navajo)","corn dried navajo","USDA",1659
205,"Corn","35135","Corn, white, steamed (Navajo)","corn white steamed navajo","USDA",1660
205,"Corn","35136","Cornmeal, white (Navajo)","cornmeal white navajo","USDA",1661
205,"Corn","35137","Cornmeal, yellow (Navajo)","cornmeal yellow navajo","USDA",1662
205,"Corn","35183","Corn, dried, yellow (Northern Plains Indians)","corn dried yellow northern plains indians","USDA",1663
206,"Ginger","0667","Ginger root, raw","ginger root raw","DTU",1664
206,"Ginger","02021","Spices, ginger, ground","spices ginger ground","USDA",1665
208,"Banana","0014","Banana, raw","banana raw","DTU",1666
208,"Banana","09040","Bananas, raw","bananas raw","USDA",1667
208,"Banana","09041","Bananas, dehydrated, or banana powder","bananas dehydrated banana powder","USDA",1668
214,"Celeriac","0243","Celeriac, celery root, raw","celeriac celery root raw","DTU",1669
224,"Longan","09172","Longans, raw","longans raw","USDA",1670
224,"Longan","09173","Longans, dried","longans dried","USDA",1671
229,"Nectarine","0625","Nectarine, raw","nectarine raw","DTU",1672
229,"Nectarine","09191","Nectarines, raw","nectarines raw","USDA",1673
234,"Rambutan","09301","Rambutan, canned, syrup pack","rambutan canned syrup pack","USDA",1674
237,"Swiss chard","0666","Chard, swiss, raw","chard swiss raw","DTU",1675
237,"Swiss chard","11148","Chard, swiss, cooked, boiled, drained, without salt","chard swiss cooked boiled drained without salt","USDA",1676
237,"Swiss chard","11765","Chard, swiss, cooked, boiled, drained, with salt","chard swiss cooked boiled drained with salt","USDA",1677
241,"Welsh onion","11293","Onions, welsh, raw","onions welsh raw","USDA",1678
242,"Hard wheat","20076","Wheat, durum","wheat durum","USDA",1679
243,"Shallot","11640","Shallots, freeze-dried","shallots freeze dried","USDA",1680
243,"Shallot","11677","Shallots, raw","shallots raw","USDA",1681
246,"Triticale","20069","Triticale","triticale","USDA",1682
246,"Triticale","20070","Triticale flour, whole-grain","triticale flour whole grain","USDA",1683
247,"Black cabbage","11161","Collards, raw","collards raw","USDA",1684
247,"Black cabbage","11162","Collards, cooked, boiled, drained, without salt","collards cooked boiled drained without salt","USDA",1685
247,"Black cabbage","11163","Collards, frozen, chopped, unprepared","collards frozen chopped unprepared","USDA",1686
247,"Black cabbage","11164","Collards, frozen, chopped, cooked, boiled, drained, without salt","collards frozen chopped cooked boiled drained without salt","USDA",1687
247,"Black cabbage","11768","Collards, cooked, boiled, drained, with salt","collards cooked boiled drained with salt","USDA",1688
247,"Black cabbage","11769","Collards, frozen, chopped, cooked, boiled, drained, with salt","collards frozen chopped cooked boiled drained with salt","USDA",1689
249,"Celery leaves","1156","Celeriac, celery leaves, raw","celeriac celery leaves raw","DTU",1690
252,"Pak choy","0665","Cabbage, chinese, pak-choi, raw","cabbage chinese pak choi raw","DTU",1691
252,"Pak choy","11116","Cabbage, chinese (pak-choi), raw","cabbage chinese pak choi raw","USDA",1692
252,"Pak choy","11117","Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt","cabbage chinese pak choi cooked boiled drained without salt","USDA",1693
252,"Pak choy","11754","Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt","cabbage chinese pak choi cooked boiled drained with salt","USDA",1694
253,"Napa cabbage","11119","Cabbage, chinese (pe-tsai), raw","cabbage chinese pe tsai raw","USDA",1695
253,"Napa cabbage","11120","Cabbage, chinese (pe-tsai), cooked, boiled, drained, without salt","cabbage chinese pe tsai cooked boiled drained without salt","USDA",1696
253,"Napa cabbage","11755","Cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt","cabbage chinese pe tsai cooked boiled drained with salt","USDA",1697
256,"Grapefruit","0059","Grapefruit, raw","grapefruit raw","DTU",1698
256,"Grapefruit","0060","Grapefruitjuice, canned, unswtnd.","grapefruitjuice canned unswtnd.","DTU",1699
256,"Grapefruit","09111","Grapefruit, raw, pink and red and white, all areas","grapefruit raw pink red white all areas","USDA",1700
256,"Grapefruit","09112","Grapefruit, raw, pink and red, all areas","grapefruit raw pink red all areas","USDA",1701
256,"Grapefruit","09113","Grapefruit, raw, pink and red, California and Arizona","grapefruit raw pink red california arizona","USDA",1702
256,"Grapefruit","09114","Grapefruit, raw, pink and red, Florida","grapefruit raw pink red florida","USDA",1703
256,"Grapefruit","09116","Grapefruit, raw, white, all areas","grapefruit raw white all areas","USDA",1704
256,"Grapefruit","09117","Grapefruit, raw, white, California","grapefruit raw white california","USDA",1705
256,"Grapefruit","09118","Grapefruit, raw, white, Florida","grapefruit raw white florida","USDA",1706
256,"Grapefruit","09119","Grapefruit, sections, canned, water pack, solids and liquids","grapefruit sections canned water pack solids liquids","USDA",1707
256,"Grapefruit","09120","Grapefruit, sections, canned, juice pack, solids and liquids","grapefruit sections canned juice pack solids liquids","USDA",1708
256,"Grapefruit","09121","Grapefruit, sections, canned, light syrup pack, solids and liquids","grapefruit sections canned light syrup pack solids liquids","USDA",1709
256,"Grapefruit","09123","Grapefruit juice, white, canned, unsweetened","grapefruit juice white canned unsweetened","USDA",1710
256,"Grapefruit","09124","Grapefruit juice, white, canned, sweetened","grapefruit juice white canned sweetened","USDA",1711
256,"Grapefruit","09125","Grapefruit juice, white, frozen concentrate, unsweetened, undiluted","grapefruit juice white frozen concentrate unsweetened undiluted","USDA",1712
256,"Grapefruit","09126","Grapefruit juice, white, frozen concentrate, unsweetened, diluted with 3 volume water","grapefruit juice white frozen concentrate unsweetened diluted with 3 volume water","USDA",1713
256,"Grapefruit","09128","Grapefruit juice, white, raw","grapefruit juice white raw","USDA",1714
256,"Grapefruit","09404","Grapefruit juice, pink, raw","grapefruit juice pink raw","USDA",1715
261,"Daikon radish","0231","Radish, white, raw","radish white raw","DTU",1716
261,"Daikon radish","0661","Radishes, oriental, daikon, japanese radish, raw","radishes oriental daikon japanese radish raw","DTU",1717
261,"Daikon radish","11430","Radishes, oriental, raw","radishes oriental raw","USDA",1718
261,"Daikon radish","11431","Radishes, oriental, cooked, boiled, drained, without salt","radishes oriental cooked boiled drained without salt","USDA",1719
261,"Daikon radish","11432","Radishes, oriental, dried","radishes oriental dried","USDA",1720
261,"Daikon radish","11850","Radishes, oriental, cooked, boiled, drained, with salt","radishes oriental cooked boiled drained with salt","USDA",1721
264,"Red beetroot","0233","Beet, red, canned","beet red canned","DTU",1722
264,"Red beetroot","0824","Beet, red, canned, sugar not added","beet red canned sugar not added","DTU",1723
264,"Red beetroot","0232","Beet, red, raw","beet red raw","DTU",1724
268,"Beer","0346","Beer, danish household, low alcohol","beer danish household low alcohol","DTU",1725
268,"Beer","0979","Beer, danish household, low alcohol, average values","beer danish household low alcohol average values","DTU",1726
268,"Beer","0347","Beer, export, alc. 5.6 % by vol.","beer export alc. 5.6  by vol.","DTU",1727
268,"Beer","0350","Beer, lager, alc. 2.6 % by vol.","beer lager alc. 2.6  by vol.","DTU",1728
268,"Beer","0349","Beer, lager, alc. 4.4 % by vol.","beer lager alc. 4.4  by vol.","DTU",1729
268,"Beer","0348","Beer, strong, alc. 7.6 % by vol.","beer strong alc. 7.6  by vol.","DTU",1730
268,"Beer","14003","Alcoholic beverage, beer, regular, all","alcoholic beverage beer regular all","USDA",1731
268,"Beer","14004","Alcoholic beverage, beer, regular, BUDWEISER","alcoholic beverage beer regular budweiser","USDA",1732
268,"Beer","14005","Alcoholic beverage, beer, light, BUDWEISER SELECT","alcoholic beverage beer light budweiser select","USDA",1733
268,"Beer","14006","Alcoholic beverage, beer, light","alcoholic beverage beer light","USDA",1734
268,"Beer","14007","Alcoholic beverage, beer, light, BUD LIGHT","alcoholic beverage beer light bud light","USDA",1735
268,"Beer","14013","Alcoholic beverage, beer, light, MICHELOB ULTRA","alcoholic beverage beer light michelob ultra","USDA",1736
269,"Other bread","1468","Baguette, wheat with rye, high fat seeds, industrial product","baguette wheat with rye high fat seeds industrial product","DTU",1737
269,"Other bread","1313","Baguette, with rye, industrial product","baguette with rye industrial product","DTU",1738
269,"Other bread","1027","Bread, bolted rye and wheat, sour, with caraway seeds","bread bolted rye wheat sour with caraway seeds","DTU",1739
269,"Other bread","1463","Bread, wheat and other, high fat seeds","bread wheat other high fat seeds","DTU",1740
269,"Other bread","1310","Bread, wheat with rye","bread wheat with rye","DTU",1741
269,"Other bread","1466","Bread, wheat with rye, for toasting, industrial produced","bread wheat with rye for toasting industrial produced","DTU",1742
269,"Other bread","1467","Bread, wheat with rye, sandwich/toast type, high fat seeds, industrial","bread wheat with rye sandwich/toast type high fat seeds industrial","DTU",1743
269,"Other bread","1458","Rolls, wheat with rye, high fat seeds, industrial produced","rolls wheat with rye high fat seeds industrial produced","DTU",1744
269,"Other bread","1457","Rolls, wheat with rye, industrial produced","rolls wheat with rye industrial produced","DTU",1745
269,"Other bread","18021","Bread, boston brown, canned","bread boston brown canned","USDA",1746
269,"Other bread","18027","Bread, egg","bread egg","USDA",1747
269,"Other bread","18028","Bread, egg, toasted","bread egg toasted","USDA",1748
269,"Other bread","18032","Bread, irish soda, prepared from recipe","bread irish soda prepared from recipe","USDA",1749
269,"Other bread","18033","Bread, italian","bread italian","USDA",1750
269,"Other bread","18043","Bread, protein (includes gluten)","bread protein includes gluten","USDA",1751
269,"Other bread","18080","Bread sticks, plain","bread sticks plain","USDA",1752
269,"Other bread","18342","Rolls, dinner, plain, commercially prepared (includes brown-and-serve)","rolls dinner plain commercially prepared includes brown serve","USDA",1753
269,"Other bread","18344","Rolls, dinner, egg","rolls dinner egg","USDA",1754
269,"Other bread","18349","Rolls, french","rolls french","USDA",1755
269,"Other bread","18350","Rolls, hamburger or hotdog, plain","rolls hamburger hotdog plain","USDA",1756
269,"Other bread","18351","Rolls, hamburger or hotdog, mixed-grain","rolls hamburger hotdog mixed grain","USDA",1757
269,"Other bread","18352","Rolls, hamburger or hotdog, reduced-calorie","rolls hamburger hotdog reduced calorie","USDA",1758
269,"Other bread","18353","Rolls, hard (includes kaiser)","rolls hard includes kaiser","USDA",1759
